year,country,iso,ifs,pop,rgdpmad,rgdppc,rconpc,gdp,iy,cpi,ca,imports,exports,narrowm,money,stir,ltrate,hpnom,debtgdp,revenue,expenditure,xrusd,tloans,tmort,thh,tbus,lev,ltd,noncore,crisisJST,crisisJST_old,peg,peg_strict,peg_type,peg_base,JSTtrilemmaIV,JSTtrilemmaIV_R,eq_tr,housing_tr,bond_tr,bill_rate,rent_ipolated,housing_capgain_ipolated,housing_capgain,housing_rent_rtn,housing_rent_yd,eq_capgain,eq_dp,eq_capgain_interp,eq_tr_interp,eq_dp_interp,bond_rate,eq_div_rtn,capital_tr,risky_tr,safe_tr
1978,Australia,AUS,193,14249,13769,59,57,104920,0,38,-3876,13591,12591,11266,48245,9,9,29,0,27173,28700,1,25043,8887,11443,13600,3.14,69.18,16.91,0,0,1,0,PEG,USA,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1979,Australia,AUS,193,14422,14320,60,58,118587,0,42,-2338,16279,16711,13146,57232,9,10,31,0,29664,31800,1,29029,10194,13285,15744,4.05,69.93,18.24,0,0,1,0,PEG,USA,2,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1980,Australia,AUS,193,14616,14412,61,59,134424,0,46,-3384,19632,19269,14843,65457,11,12,36,0,34584,36400,1,32149,11691,15578,16571,4.23,71.58,18.48,0,0,1,0,PEG,USA,1,1,1,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1981,Australia,AUS,193,14923,14660,62,61,152143,0,50,-6650,22824,18686,16627,72752,13,14,42,0,40727,41400,1,37275,12901,17985,19290,4.35,70.97,19.50,0,0,1,0,PEG,USA,2,2,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1982,Australia,AUS,193,15162,14412,60,61,175615,0,56,-7548,26210,21032,16895,81035,15,15,44,0,47388,49000,1,40586,14151,20255,20332,4.18,72.05,23.03,0,0,1,0,PEG,USA,-2,-2,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1983,Australia,AUS,193,15348,14239,62,61,189157,0,62,-6258,23839,22306,17881,92562,11,14,46,0,52001,57000,1,45456,16124,23938,21518,3.86,73.34,25.35,0,0,0,0,FLOAT,USA,0,0,1,0,0,0,,,0,0,0,1,0,,,,0,0,0,0,0
1984,Australia,AUS,193,15510,15062,64,62,213378,0,64,-9297,29560,26366,19180,105399,11,14,52,0,56912,65200,1,54327,18756,28918,25409,4.23,74.32,27.93,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1985,Australia,AUS,193,15695,15638,66,64,234973,0,68,-12111,37054,32408,20596,120667,15,14,57,0,66458,71700,1,69214,23800,36007,33207,5.08,78.73,28.47,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1986,Australia,AUS,193,15900,15757,67,64,260242,0,74,-13705,39033,33716,23232,131643,15,13,61,0,75000,77500,2,81353,28079,39960,41393,5.17,83.83,35.21,0,0,0,0,FLOAT,USA,0,0,1,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1987,Australia,AUS,193,16137,16293,69,65,285706,0,81,-10324,41816,37947,28123,148219,13,13,64,0,83500,82300,1,94828,35431,47582,47246,5.40,88.26,39.03,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1988,Australia,AUS,193,16400,16752,71,67,323892,0,87,-13182,45925,42369,33305,173005,12,12,79,0,91200,87900,1,120127,44389,56950,63177,6.38,93.04,43.32,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1989,Australia,AUS,193,16681,17194,72,69,367526,0,93,-23336,56801,47005,36214,207474,17,13,98,0,91200,98900,1,174395,52916,84450,89945,6.31,102.05,40.92,1,1,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1990,Australia,AUS,193,16956,17173,71,69,403852,0,100,-20037,53785,50892,38942,229476,14,13,100,0,93300,105000,1,200877,66528,94160,106717,6.18,106.80,40.90,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1991,Australia,AUS,193,17202,16743,70,69,414473,0,103,-13649,53427,53728,41538,234017,10,11,101,0,87400,109000,1,216746,74377,101070,115675,6.16,113.50,42.37,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1992,Australia,AUS,193,17419,16989,72,69,422433,0,104,-14103,59732,58363,49926,243384,6,9,103,0,88600,116000,1,224286,91246,118249,106038,6.16,116.15,42.08,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1993,Australia,AUS,193,17608,17478,74,70,443383,0,106,-13630,67027,62839,58870,258217,5,7,106,0,93100,122000,1,240741,109835,136751,103991,6.34,112.62,39.44,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1994,Australia,AUS,193,17781,18146,77,73,465753,0,108,-21557,72882,64917,65365,283445,6,9,110,0,105000,128000,1,270677,135757,162973,107704,7.16,113.92,39.22,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1995,Australia,AUS,193,17976,18530,79,75,494567,0,113,-25197,82673,71091,69707,308982,8,9,112,0,114000,136000,1,302817,152596,181604,121213,7.43,114.02,38.41,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1996,Australia,AUS,193,18195,19075,81,76,527599,0,116,-18418,83543,77206,79444,335354,7,8,113,0,126000,140000,1,332780,168921,201208,131572,6.69,116.47,39.12,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1997,Australia,AUS,193,18415,19612,84,78,555291,0,116,-16281,88884,84775,90189,356962,5,7,117,0,131031,135928,2,366159,183868,219638,146521,6.19,114.89,40.35,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1998,Australia,AUS,193,18621,20378,87,81,588097,0,117,-28407,102905,88989,95895,384573,5,5,128,0,136969,135784,2,401899,202729,242467,159432,5.84,116.62,41.12,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1999,Australia,AUS,193,18830,20971,90,84,620141,0,119,-33767,107154,86895,105347,420189,5,6,137,0,146444,140814,2,453447,228489,274093,179355,6.15,118.32,41.41,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2000,Australia,AUS,193,19053,21378,90,86,661159,0,124,-27114,123495,110368,115311,441077,6,6,150,0,169921,160408,2,501169,267210,313281,187887,4.96,127.81,45.71,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2001,Australia,AUS,193,19294,21662,92,87,705066,0,130,-15885,124382,122531,139992,502185,5,6,163,0,166079,164548,2,552921,302902,352485,200436,6.92,123.55,42.45,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2002,Australia,AUS,193,19345,22237,94,89,754253,0,134,-28767,134039,119466,125189,537277,5,6,196,0,170753,174403,2,638061,350989,410680,227381,5.38,121.31,44.18,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2003,Australia,AUS,193,19767,22666,97,93,800960,0,137,-42875,136544,107896,135186,601113,5,5,232,0,183659,182268,1,755126,419409,486353,268773,4.99,123.07,44.27,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2004,Australia,AUS,193,19995,23322,98,96,861039,0,141,-54443,148924,117773,141843,655708,5,6,247,0,192723,189587,1,865326,474827,549628,315698,4.78,124.59,44.30,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2005,Australia,AUS,193,20232,23765,100,98,922371,0,144,-54844,164137,139080,153523,710109,5,5,250,0,211032,207932,1,985478,531848,615977,369501,4.91,129.53,44.86,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2006,Australia,AUS,193,20489,24098,101,100,996430,0,150,-58500,184750,163753,173640,802492,6,6,270,0,225513,209797,1,1124442,588836,685281,439161,4.70,129.29,46.95,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2007,Australia,AUS,193,20750,24912,105,100,1086590,0,153,-72997,196756,168386,194142,984506,6,6,300,0,254761,224579,1,1352076,660823,772485,579591,4.45,117.20,44.13,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2008,Australia,AUS,193,21007,25218,106,101,1177310,0,160,-55781,236528,222341,194652,1145670,7,6,314,0,303713,281011,1,1561970,775210,879526,682444,4.04,118.35,48.54,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2009,Australia,AUS,193,21388,25256,106,101,1260140,0,163,-58748,208834,196556,202772,1191375,3,5,324,0,298933,324569,1,1686968,901540,1005489,681479,4.66,120.72,43.24,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2010,Australia,AUS,193,21688,25584,107,102,1301210,0,167,-47533,219177,231143,235922,1313271,4,5,364,0,292767,339239,1,1748003,995049,1099118,648885,4.57,118.06,41.86,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2011,Australia,AUS,193,22030,25884,108,105,1416620,0,173,-43589,236109,261697,255650,1416981,5,5,354,0,309890,356100,1,1845647,1065010,1165541,680106,4.65,116.09,40.92,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2012,Australia,AUS,193,22427,26411,110,106,1499460,0,176,-64417,251966,247749,263547,1516301,4,3,351,0,338109,377739,1,1932024,1136656,1235795,696229,4.70,111.93,39.73,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2013,Australia,AUS,193,22789,26547,111,106,1536310,0,180,-51973,251101,261958,288960,1620778,3,4,375,0,376071,419640,1,2072608,1217880,1318994,753614,4.61,110.67,41.00,0,0,0,0,FLOAT,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2014,Australia,AUS,193,23124,26853,112,107,1598530,0,185,-49075,262646,265923,281914,1738348,3,4,409,0,394875,434634,1,2234532,1314906,1416338,818194,4.64,110.64,43.70,0,0,0,0,FLOAT,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2015,Australia,AUS,193,23461,27119,113,108,1624390,0,187,-75518,277867,250740,314445,1841238,2,3,445,0,405141,431470,1,2504150,1416433,1522663,981487,5.25,113.07,44.19,0,0,0,0,FLOAT,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2016,Australia,AUS,193,23857,27410,114,109,1662340,0,190,-54392,263710,258430,337502,1965386,2,2,470,0,418157,450594,1,2667528,1523582,1626993,1040535,5.36,113.25,43.42,0,0,0,0,FLOAT,USA,,,,,,,,,,,,,,,,,,,,,
2017,Australia,AUS,193,24234,27626,115,110,1764510,0,193,-45066,288327,301305,353129,2049100,2,3,509,0,459368,463865,1,2694878,1688517,1788384,906494,5.81,113.82,40.00,0,0,0,0,FLOAT,USA,,,,,,,,,,,,,,,,,,,,,
1870,Belgium,BEL,124,5096,2692,10,,4519,,1,-268,891,623,,,3,4,,0,191,217,5,,,,,,,,1,1,0,0,FLOAT,GBR,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1871,Belgium,BEL,124,5137,2682,10,,4664,,1,-439,1232,793,,,4,4,,0,208,238,5,,,,,,,,0,0,0,0,FLOAT,GBR,0,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1872,Belgium,BEL,124,5178,2824,10,,5586,,1,-414,1310,897,,,4,4,,0,213,252,5,,,,,,,,0,0,0,0,FLOAT,GBR,0,0,0,,0,0,,,,,,0,0,,,,0,0,,,0
1873,Belgium,BEL,124,5219,2820,10,,5975,,1,-313,1259,947,,,5,4,,0,227,351,5,,,,,,,,0,0,0,0,FLOAT,GBR,0,0,0,,0,0,,,,,,0,0,,,,0,0,,,0
1874,Belgium,BEL,124,5261,2890,11,,5791,,1,-255,1158,902,,,4,4,,0,243,302,5,,,,,,,,0,0,0,0,FLOAT,GBR,0,0,0,,0,0,,,,,,0,0,,,,0,0,,,0
1875,Belgium,BEL,124,5303,2861,11,,5205,,1,-465,1348,884,,,4,4,,0,246,292,5,,,,,,,,0,0,0,0,FLOAT,GBR,0,0,0,,0,0,,,,,,0,0,,,,0,0,,,0
1876,Belgium,BEL,124,5345,2875,11,,5074,,1,-408,1185,776,,,3,4,,0,255,294,5,,,,,,,,1,0,0,0,FLOAT,GBR,0,0,0,,0,0,,,,,,0,0,,,,0,0,,,0
1877,Belgium,BEL,124,5394,2884,11,,5083,,1,-375,1189,815,1444,,3,4,,0,258,386,5,,,,,,,,0,0,0,0,FLOAT,GBR,0,0,0,,0,0,,,,,,0,0,,,,0,0,,,0
1878,Belgium,BEL,124,5442,2942,11,,4999,,1,-385,1208,823,1498,,3,4,1,0,260,349,5,,,,,,,,0,0,1,1,PEG,GBR,0,0,0,,0,0,,,,,,0,0,,,,0,0,,,0
1879,Belgium,BEL,124,5492,2945,11,,4896,,1,-347,1198,851,1661,,3,4,1,0,270,344,5,,,,,,,,0,0,1,1,PEG,GBR,-1,-1,0,,0,0,,,0,,,0,0,,,,0,0,,,0
1880,Belgium,BEL,124,5541,3065,11,,5452,,1,-481,1369,888,1629,,3,4,0,0,292,383,5,,,,,,,,0,0,1,1,PEG,GBR,1,0,0,,0,0,,,0,,,0,0,,,,0,0,,,0
1881,Belgium,BEL,124,5606,3070,11,,5513,,1,-332,1289,957,1714,,4,4,0,0,297,402,5,,,,,,,,0,0,1,1,PEG,GBR,1,1,0,,0,0,,,0,,,0,0,,,,0,0,,,0
1882,Belgium,BEL,124,5673,3136,12,,5568,,1,-324,1283,958,1666,,4,4,0,0,301,423,5,,,,,,,,0,0,1,1,PEG,GBR,1,1,0,,0,0,,,0,,,0,0,,,,0,0,,,0
1883,Belgium,BEL,124,5740,3145,12,,5500,,1,-296,1295,1000,1655,,4,3,0,0,303,406,5,,,,,,,,0,0,1,1,PEG,GBR,0,0,0,,0,0,,,0,,,0,0,,,,0,0,,,0
1884,Belgium,BEL,124,5807,3136,12,,5049,,1,-166,1109,943,1582,,3,4,0,0,306,362,5,,,,,,,,0,0,1,1,PEG,GBR,-1,-1,0,,0,0,,,0,,,0,0,,,,0,0,,,0
1885,Belgium,BEL,124,5876,3138,12,,4926,,1,-131,1027,896,1464,,3,3,0,0,313,351,5,1406,88,,,,,,1,1,1,1,PEG,GBR,0,0,0,,0,0,,,0,,,0,0,,,,0,0,,,0
1886,Belgium,BEL,124,5919,3153,12,,4766,,1,-139,1025,885,1390,,3,3,0,0,316,350,5,1405,88,,,,,,0,0,1,1,PEG,GBR,0,0,0,,0,0,,,0,,,0,0,,,,0,0,,,0
1887,Belgium,BEL,124,5962,3250,12,,5042,,1,-185,1102,917,1401,,3,3,0,0,324,346,5,1400,83,,,,,,0,0,1,1,PEG,GBR,0,1,0,,0,0,,,0,,,0,0,,,,0,0,,,0
1888,Belgium,BEL,124,6007,3247,12,,5146,,1,-277,1205,928,1400,,3,3,0,0,333,356,5,1358,76,,,,,,0,0,1,1,PEG,GBR,0,0,0,,0,0,,,0,,,0,0,,,,0,0,,,0
1889,Belgium,BEL,124,6051,3379,12,,5388,,1,-97,1197,1101,1459,,4,3,0,0,338,373,5,932,80,,,,,,0,0,1,1,PEG,GBR,0,1,0,,0,0,,,0,,,0,0,,,,0,0,,,0
1890,Belgium,BEL,124,6096,3428,13,,5587,,1,-210,1300,1090,1486,,3,3,0,0,341,418,5,1009,80,,,,,,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1891,Belgium,BEL,124,6164,3395,13,,5540,,1,-265,1364,1098,1497,,3,3,0,0,346,402,5,1060,81,,,,,,0,0,1,1,PEG,GBR,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1892,Belgium,BEL,124,6231,3442,13,,5366,,1,-149,1177,1028,1451,,3,3,0,0,347,406,5,1106,82,,,,,,0,0,1,1,PEG,GBR,-1,-2,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1893,Belgium,BEL,124,6300,3455,13,,5350,,1,-219,1212,992,1474,,3,3,0,0,352,395,6,1109,80,,,,,,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1894,Belgium,BEL,124,6370,3468,13,,5210,,1,-269,1197,928,1554,,3,3,0,0,363,403,6,1078,81,,,,,,0,0,1,1,PEG,GBR,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1895,Belgium,BEL,124,6439,3512,13,,5334,,1,-302,1291,989,1605,,3,3,0,0,373,410,5,1061,78,,,,,,0,0,1,1,PEG,GBR,0,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1896,Belgium,BEL,124,6494,3551,13,,5435,,1,-327,1380,1054,1754,,3,3,0,0,389,438,6,1103,81,,,,,,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1897,Belgium,BEL,124,6548,3586,13,,5731,,1,-314,1384,1070,2004,,3,3,0,0,431,511,5,1240,86,,,,,,0,0,1,1,PEG,GBR,0,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1898,Belgium,BEL,124,6604,3615,13,,5778,,1,-326,1452,1126,1929,,3,3,0,0,439,694,6,1252,95,,,,,,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1899,Belgium,BEL,124,6662,3656,14,,6091,,1,-364,1574,1210,2052,,4,3,0,0,469,570,6,1339,112,,,,,,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1900,Belgium,BEL,124,6719,3731,14,,6329,0,1,-321,1602,1281,2229,,4,3,0,0,494,574,5,1579,132,,,,,,0,0,1,1,PEG,GBR,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1901,Belgium,BEL,124,6801,3719,14,,6127,0,1,-404,1572,1168,2197,,3,3,0,0,501,604,5,1814,163,,,,,,0,0,1,1,PEG,GBR,-1,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1902,Belgium,BEL,124,6903,3739,14,,6259,0,1,-496,1723,1228,2241,,3,3,0,0,504,615,5,1837,192,,,,,,0,0,1,1,PEG,GBR,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1903,Belgium,BEL,124,6997,3772,14,,6442,0,1,-595,1933,1339,2314,,3,3,0,0,514,628,5,1727,213,,,,,,0,0,1,1,PEG,GBR,0,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1904,Belgium,BEL,124,7086,3821,14,,6657,0,1,-647,2005,1358,2407,,3,3,0,0,533,688,5,1796,248,,,,,,0,0,1,1,PEG,GBR,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1905,Belgium,BEL,124,7175,3882,14,,6884,0,1,-752,2150,1398,2674,,3,3,0,0,581,626,5,1717,273,,,,,,0,0,1,1,PEG,GBR,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1906,Belgium,BEL,124,7258,3917,14,,7329,0,1,-677,2368,1690,2994,,4,3,0,0,597,772,5,1726,364,,,,,,0,0,1,1,PEG,GBR,1,2,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1907,Belgium,BEL,124,7338,3932,15,,7655,0,1,-890,2600,1710,2940,,5,3,0,0,618,768,5,1754,446,,,,,,0,0,1,1,PEG,GBR,0,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1908,Belgium,BEL,124,7411,3933,15,,7290,0,1,-737,2220,1483,3169,,4,3,0,0,617,770,5,1925,497,,,,,,0,0,1,1,PEG,GBR,-2,-2,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1909,Belgium,BEL,124,7478,3971,15,,7313,0,1,-849,2413,1564,3295,,3,3,0,1,645,786,5,2013,584,,,,,,0,0,1,1,PEG,GBR,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1910,Belgium,BEL,124,7498,4064,15,,7735,0,1,-872,2608,1736,3510,,4,3,1,0,682,829,5,2144,701,,,,,,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1911,Belgium,BEL,124,7517,4148,15,,7985,0,1,-919,2775,1855,3779,,4,3,0,0,695,811,5,2345,854,,,,,,0,0,1,1,PEG,GBR,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1912,Belgium,BEL,124,7590,4206,16,,8403,0,1,-895,3024,2129,3928,,4,4,1,0,755,896,5,2586,962,,,,,,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1913,Belgium,BEL,124,7666,4220,16,25,8647,0,1,-1093,3111,2018,4217,,4,,1,0,,,5,3009,990,,,,,,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,,0,0,0,0
1914,Belgium,BEL,124,7723,3923,11,20,11967,,1,,,,,,3,,,,,,5,,,,,,,,0,0,0,0,FLOAT,HYBRID,,,0,0,,0,,1,0,0,0,0,0,,,,,0,,0,
1915,Belgium,BEL,124,7759,3858,9,15,15049,,1,,,,,,,,,,,,6,,,,,,,,0,0,0,0,FLOAT,HYBRID,,,0,0,,,,1,0,0,0,0,0,,,,,0,,0,
1916,Belgium,BEL,124,7762,4080,10,18,18131,,2,,,,,,,,,,,,7,,,,,,,,0,0,0,0,FLOAT,HYBRID,,,0,0,,,,1,0,0,0,0,0,,,,,0,,0,
1917,Belgium,BEL,124,7729,3519,9,14,21212,,3,,,,,,,,,,,,7,,,,,,,,0,0,0,0,FLOAT,HYBRID,,,0,0,,,,1,0,0,0,0,0,,,,,0,,0,
1918,Belgium,BEL,124,7660,2861,8,17,24294,,4,,,,,,,,,,,,8,,,,,,,,0,0,0,0,FLOAT,HYBRID,,,0,0,,,,1,0,0,0,0,0,,,,,0,,0,
1919,Belgium,BEL,124,7628,3389,10,19,27376,,3,-3045,4438,1393,,,,,1,,,,9,,,,,,,,0,0,0,0,FLOAT,HYBRID,,,0,0,,0,,,0,0,0,0,0,,,,,0,,0,
1920,Belgium,BEL,124,7552,3962,15,22,28519,0,3,-4407,10273,5866,14947,,5,5,1,1,3766,10944,14,9182,740,,,12.96,72.27,1.53,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1921,Belgium,BEL,124,7504,4056,16,24,28481,0,3,-2937,8083,5146,15412,,5,5,1,1,4626,9808,13,9614,1113,,,13.66,72.35,1.55,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1922,Belgium,BEL,124,7571,4413,17,25,29127,0,3,-2958,9688,6730,16744,,5,5,1,1,6720,8749,13,10511,1564,,,14.40,71.15,1.53,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1923,Belgium,BEL,124,7635,4533,18,26,35222,0,3,-3789,12791,9002,18276,,5,5,2,1,7165,8863,19,11559,2148,,,14.16,80.00,1.81,0,0,0,0,FLOAT,HYBRID,0,0,1,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1924,Belgium,BEL,124,7707,4638,19,27,42558,0,4,-4333,17251,12917,17984,,6,5,2,1,8118,9849,22,12054,2614,,,16.01,85.34,2.22,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1925,Belgium,BEL,124,7779,4666,19,27,44717,0,4,-3285,17122,13838,19252,,6,6,2,1,8304,13398,21,15796,3067,,,14.13,83.41,1.96,1,1,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1926,Belgium,BEL,124,7844,4784,19,27,55235,0,4,-3175,21461,18287,24389,,7,7,3,1,9299,14630,31,17974,3372,,,13.05,84.07,2.41,0,0,0,0,FLOAT,HYBRID,0,0,1,0,0,0,,,0,0,0,1,0,,,,0,0,0,1,0
1927,Belgium,BEL,124,7904,4923,19,27,70110,0,6,-3414,27802,24389,29014,,5,5,3,1,10763,9286,36,23501,3864,,,13.32,87.69,2.61,0,0,1,1,PEG,HYBRID,0,0,1,0,0,0,,,0,0,0,1,0,,,,0,0,0,0,0
1928,Belgium,BEL,124,7968,5139,20,28,79721,0,6,-1932,29745,27814,33402,,4,5,3,1,12413,10747,36,23347,4676,,,17.26,92.35,2.83,0,0,1,1,PEG,HYBRID,0,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1929,Belgium,BEL,124,8032,5054,21,29,89485,0,6,-3744,33948,29324,35739,,4,5,4,1,13714,12259,36,30436,5866,,,19.98,95.77,2.91,0,0,1,1,PEG,HYBRID,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1930,Belgium,BEL,124,8076,4979,21,30,90645,0,6,-4719,29917,25198,39825,,3,4,4,1,11045,12695,36,33152,7112,,,20.44,94.17,2.57,0,0,1,1,PEG,HYBRID,-2,-3,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1931,Belgium,BEL,124,8126,4860,20,30,82337,0,6,-1146,22523,21376,40261,,3,4,4,1,10767,12074,36,29863,8514,,,18.99,86.09,1.65,1,1,1,1,PEG,HYBRID,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1932,Belgium,BEL,124,8186,4607,19,29,70724,0,5,-1926,16143,14217,35140,,3,4,4,1,8989,11740,36,25367,9141,,,21.37,77.35,1.74,0,0,1,1,PEG,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1933,Belgium,BEL,124,8231,4681,19,28,68936,0,5,-1154,14754,13600,35021,,4,5,3,1,10357,11190,28,25254,8970,,,21.98,77.41,1.75,0,0,1,1,PEG,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1934,Belgium,BEL,124,8262,4624,19,28,66675,0,5,-329,13738,13409,32254,,3,4,3,1,9973,11384,21,20639,8084,,,,,,1,1,1,1,PEG,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1935,Belgium,BEL,124,8288,4894,20,28,65362,0,5,-1703,16683,14980,41815,,2,4,3,1,10015,13568,27,16023,7014,,,15.82,56.42,10.63,0,0,0,0,FLOAT,HYBRID,0,0,1,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1936,Belgium,BEL,124,8315,4913,20,28,71496,0,5,-2282,20607,18326,45897,,2,4,3,1,10635,13847,30,15570,5912,,,13.85,50.51,12.90,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
